Review,Rating
"Well, used this product before (bought from somewhere else), the piece worked for somewhere around 2 years, worked well, so ordered it again from flipkart.
The only problem i faced that too after 2 years was buttons stopped working.
Decent ADSL router for sharing household broadband via wifi. Ethernet works well too (it will, it is meant to :P).
Well this is a electronic product, specs can be read at site, m just commenting on usage experience :)",5
"Went through multiple sites and stores before buying this, Flipkart gave the best deal. The product was genuine, branded and the packing was excellent.

Delivery was not good as the courier guys did not deliver it at home. They asked to come to their office to pick up the consignment.

Installation was simple and did it all by myself and is giving me a standard performance. I m using it in my two storeyed 2500sq ft home and have kept it in the upper floor. Covers all rooms except one in the...
READ MORE",5
"Good product for home usage. Easy to configure for new users.Working fine without any issue.
thanks to flip kart for quicker deliver.",5
On a 75mbps connection I'm getting 88 mbps speed on 5ghz channel and around 35 mbps on 2.4 ghz channel. The product itself is very easy to install and does a great job. I have a 2 bedroom apartment and the range is pretty good even extending to the balcony.,5
"A good package of functionality with great value for money. Been using for a week now.
Pros

1.Dual band features including beam forming (activated by default - on off toggle availabe in menu)
2.Smart dual band- both the bands under single ssid(separation of bands option available, you can even turn off any one band).
3. No heating problem so far
4. Very straightforward UI- every options in settings clearly explained below it.
5. Decent range- more than enough for 1500sqft single floor, hopef...
READ MORE",5
"Product was authentic, no problem with that..

Packaging was good enough..

Delivery was superfast, I ordered yesterday, it didn't take 24 hours..

And I seriously have to make a point about the delivery man.. Super polite, very friendly and helpful.. People like these gives me hope for humanity 🙄❤️",5
"First of all, It's working good.
3STAR is because 5ghz range is very low. Please note that it says 1200mbps output in the model AC5 but the input speed is only upto 100mbps. This, it won't give speed more than 100mbps.
If you have plan with 150mbps or higher, go for AC8 model.
It is easy to connect and manage with TENDA App.
Thankyou for the product.",5
"Comes with a replacement guarantee of 2 year and 3 year warranty.
I've been using this brand since 2016
Go for it.
I haven't faced any software or firmware related issues.
10 on 10",5
i expected better range ..but satisfied with this range.best router in the price range.,5
Best router for range,4
"Till Now it working very Good, 5GHz band producing impressive Speed. Setup process is so easy any noob can configure with any ISP, only thing don't match my expectation as it have seperate antina for 2.4 and 5 GHz band I expected a higher Coverage in 2.4 GHz but it's as equal as my old router.",5
good,5
"Speed=4
Range(5gh)=3
Range(2.4)=4.5
Latency =4

It has its own app which can be oprated by phone and have many amazing features

Only problem is it is heating, even if you switch off 5ghz band even then it is heating,",3
"This product works like a charm! It has extended WiFi connectivity to many of the dead-spots at my place. I am experiencing about 10% increase in latency and around 15-20% reduction in speed, which is fine by me. The web interface is polished and easy to use.

NOTE:
-- The performance largely depends on the correct positioning of the extender. The effect on speed and latency depends on the strength of the original signal received by the repeater.
-- The extender DOES NOT connect to 5 GHz W...
READ MORE",5
Works like a charm!! Very happy and satisfied,5
"Compact, Elegant and Fast enough for working from home. I carry it everywhere I go as this gives me hasslefree wireless access point anywhere anytime. Its two pin so fits perfectly in a two pin socket. I love it and recommend it to all.",5
Flowless connect! wat a device work like build for do somthing. awesome design awesome hardware and software.,5
"This is probably the best range extender choice in market below 2000 Rs.
I had to chose between a new 3-4 antenna router vs a range extender. I have to say this has worked like a charm and now my whole first floor gets 15+ Mbps speed from a 20 Mbps connection on ground floor.

Further, the range has extended to second floor as well and my solar system is connected to wifi eventually.",5
"Perfect product , no speed lag issues for me . And greater extension of range. Placing of extender is crucial, place it close to the modem which the extender shows blue led light on the signal which means its placed in a good site. So placement is crucial for the extender. Best product in my opinion . You won't be unsatisfied if placement is correct.",5
It's doesn't support 5G but it works great on 2.5 GHz recommend product....,3
"Very nice and useful device. Works well in home as range extender.
I was able to get full range in my 3 BHK flat.",5
the delivery was done super fast . device is good and enhanced the wifi signals .overall a good experience,4
Nice product and reasonable.,4
"Just Awesome!!!
I have read so many different reviews regarding this product TP Link RE205 AC750.but after research I choose to go with this and I can tell you it's the best product in this price range.
I am writing this review after 10 days of use.
I have a 20mbps connection and I saw no change in the speed after connecting through this.
Signal range improved drastically with no drop in speed.
Initial setup is very east with both wps or through web.
It come with 3 year warranty.
Compatible w...
READ MORE",4
Awesome product from TPlink. My wifi router from d-link was not that good in range so i bought this now internet connection works great all over the house. Installing this device was not hard at all and speed is good almost as same as I get from router. 5 star product.,5
"Works on Dual band ( 2.4 & 5) , very easy to install, works fine on the first floor receiving vertical level signal from router kept on the ground floor.",5
"For 2.4GHz :
If you can place the extender within 10 meter of your main router it works fine with 2.4GHz .. but above 10 meter it doesn't work speed goes down drastically..

For 5GHz :
You have to place it within 5-7 meter, after that it is unable to receive signals of 5GHz.

My phone catch better signals then my router.

My opinion :
Don't buy this Extender because it can't fullfil your needs.

Don't buy any Dual band 750mbps Extender or Router , because the difference between the speed at...
READ MORE",5
this is an excellent product. have used this for more than a month now and it works flawlessly. Note : the stronger the main wifi signal the better its performance will be.,3
"I've been using it for a month now I'm not happy using it. Its signal retention capacity is very weak. If you use 5Ghz you will get better speed than normal router but you have to stay in the same room and if you use 2.4Ghz you will get speed like normal router but sometimes the speed is less than normal router. I was using another router bridge connection before using it. I will finally say that there is no need to buy it. If you have an old router, use it with a bridge connection, it will s...
READ MORE",4
Really very good product. It’s range is also good and it also increases speed and stability is also appreciable. Overall loved the product.,3
Awesome tp-link product & excellent performance . it is best option used for wi-fi range extender. and it is so easy for configuration.,4
Excellent product..... Just go for it with closed eyes.... Using for last 7 days..... Awesome connectivity and speed..... Fast delivery by flipkart........ Just loving it.... Thanks Flipkart,4
Working good in both the band. Go for it. It enhanced weak signals. Fantastic performance.,5
"Really good product in very affordable price. I got is in 699 during independence sell.

Using as wifi extender. Really easy to setup just change mode of use and follow the instructions. Anyone can install it in 10 minutes.",5
Worst router not connecting to ppp and signal strength also poor in connected mode,1
"Router starts very quick. Router includes all features with extra features of wify range extendor, hidden wify, definitely go for it.",5
Connection is not stable,2
Awesome performance and easy to configuration,5
Awesome product,5
Love it,5
Great Purchase.,5
Not so good but ok..,3
Nice,5
"Best buy for the price. The range is excellent compared to other routers at this price point. The Web UI is very modern looking with the internet status, connected devices and real time bandwidth usage on the home page itself. All information is sorted into different tabs in the Web UI. Very easy to setup, I got it up and running within a minute. However, if you want advanced settings, then this router isn't for you. The UI is basic and is intended for basic users who just want their Internet...
READ MORE",5
"at this price point of view , I'm satisfied with the signal range capability of the tenda router. This is my 2nd router which I'm using as a repeater. Firstly i purchased Tenda N301 version, the range was fair enough but the 2nd floor of my house the speed dropped from 10mbps to 4mbps but still the signal boosting capability and peformance is good for both the router. Now when i use F3 in the 2nd floor I'm receiving 10mbps speed with full range on all rooms and i can use wifi from outside m...
READ MORE",5
"The product explains 300 mbps transfer speeds over wifi
Fact : all 3 ports of LAN and 1 Port of WAN has 4 connecting wires in it , also the accompanied LAN wire is of CAT 5 standard with 4 strands and not CAT 5E of 8 strands
CAT 5 wires and ports with 4 strands were used in 1990 to 2000 . they support Maximum speed of 100mbps i.e. 12mbps download speed
CAT 5e wires and ports with 8 strands are post 2000 period . they support gigabit ports ie 1000mbps , which is much advanced

secondly , wifi ...
READ MORE",4
"I have purchased this Router for my house. A 960sqft. 2 storied building. The router is placed in 1st floor and in the center position. Signal is available in the ground floor but very weak and almost no signals inside rooms in ground floor. Despite of having 3 antennas, it is not capable to deliver strong signals. I do not suggest any one to buy this. Don't be fool by its 3 antennas. It works like a normal single antenna N150 Router.",5
Best Range And Best Product i received different product first time but i replaced the product and Flipkart is returned and give me the actual product so late delivery the actual product but i happy so i got a actual product finally i got actual product,5
i am using this product last 4 year and it still running so great this router never let me down with speed its give me best speed any how when i put ethen cable direct to my pc then download seep is 15mbps but installing this router 4 year ago and till now it give me 25-40 mbps downloading speed its super duper i just love it.....,5
"Best router working good so far , everything is perfectly fine delivery on time , i mean from pin to plane everything is excellent thanks flipkart team for helping me in lockdown time , will recommend everyone to purchase this product ""TENDA"".",5
"After using TP-Link i must say Tenda is one of the finest brands among other router brands.
The range of this router is superb as compared to other 300Mbps routers.The setup is super easy for amateur users.Speed is good.Overall,good experience from both Flipkart & Tenda.",5
"Timely delivered and product is genuine so thanks to Flipkart. I have been using the product for last 25days no issue till now. Range is good enough, I’m using it for 3 mobile TV and Laptop. Till now no issues. I’m not techie guy so won’t be able to share detailed experience. But whatever expectations I had, it has been full filled till date. Happy with product. 👍🏾",5
"Excellent product. Good network range, No network interruption. Good looking device. Better option in this range.",4
"Writing this review after 7 days of heavy usage.

I purchased Tenda AC10, D-link 825 and TP-Link Archer C60 and none of them are upto the mark,

Tenda AC10 has range issues, though they claim that AC10 has beam-forming but not upto the mark

D-Link 825 has wifi drop issue, I tried 2 routers and they did not perform well. The router you get is made for Russia which was discontinued and Dlink customized the firmware and imported. The only advantage of this is it has USB drive which can help you...
READ MORE",5
"Value for money

First, was confused with A6 and C6, i think both are same, and C6 might be the older launched product, so got A6, but no worries, both have the same specs and hardware.
I have a 100mbps connection, and my old router supported only 50mbps on wifi 2.4GHz and I also had range issues, bought this router used as an access point and along with both of the routers on, my home now is fully covered :).

Pros:
Gigabit ports
I researched a lot and decided on this router, because it has ...
READ MORE",4
"Adding this review after month of use. This is best router for home use and when you have many connections too. Current usage 3 laptops, 5 phones, firestick, cctv. If you want to extend the range you can use Tplink wifi extender with this one to smoothly configure with this device for any range not reachable. It doesnt come with usb internet dongle connection, so have to rely on your service provider. But since mobile hotspots can work for you on emergency you dont need to spend extra for USB...
READ MORE",5
"one star for its 5ghz amazing performance and one for its range
but remaining i won't give coz this a6 not support any apple devices. it work only when you installing after some hours it stop responding on all apple devices.
now am never goona buy any tp link router really chinese thing are chinese.
i will go dlink",5
"Exact product as described by TP-Link. Excellent features as well as quality and service. Speed, range, connectivity and everything workink like charm. Specially 5ghz speed and range is better enough comparing other budget routers. Worth buying.",5
"Hello everyone do you need best router just go with it. I purchased this router to extend my wifi range and its doing its job perfectly. First of all this router has pros and cons we will discuss about it. But before buying router please check which router suits your modem and what are all the requirements you needed and don't just waste money by buying higher model router until and then it is useful for you.

The router is same as shown in the picture and i received US version 2.0.

Pros :
...
READ MORE",5
Product is good. Both the 2.5G and 5G covers a good range.No cut in the connectivity.In 2.5G connection is available even outside of my house very well.In 5G connection is available inside the whole house very well.Satisfied,3
"Wasn't sure if I would get version 3 or version 2. Version 2 has a better range, version 3 provides a bit better stability. Happy with the version 2 received 🙃",5
"Writing review after using this router for 1 month. It is superb... Provides good speed.
I have 20mbps plan and it is providing me 19.78mbps. Download speed also from this is around 2.3mbps which is max we can get. Range of wifi is also good with 5Ghz it is covering full house.
Good router to buy for 2500.",4
"It stops working after 27 days.
It was working fine before, but suddenly it stops working.
When I connect ethernet cable (from Internet service provider) directly to my laptop then it works fine which means that there is a fault in this router.
I tried resetting and rebooting it many times.
Due to lockdown, TP-link doesn't have any service center open and they are not answering over customer care.",2
I have 100 mbps net connection when i connect with my base modem through mercusys. speed reduce and gets only 20 mbps because it dose not support dual band frequency. If you go for airtel broadband router like 100 mbps so you can go for dual band wifi extender because airtel have 5g frequency and it support only dual band router,5
"A great and absolute value for money product. Simply does what it's meant for - extending Wi-Fi signals. Updated to to latest FW and works flawlessly. Easy to setup, plug and play device. Neat design, white color with 4 antennas. Go for it.",4
A very good quality product and WiFi extended network is accessible and easy to set up. Worth and value for money. Thanks a lot for Flipkart for making these wonderful product available and quickly delivering to home during lockdown period. Appreciate quick delivery and competitive product price. Easily connected with my Airtel broadband Dlink DSL 224 WPS WiFi router modem in Mysore City. You can view WiFi green light on attached photo.,5
"Amazing product, works absolutely fine. Best thing: simple configuration and setup👍🏻 worth the money paid!",4
This range extender work fine to extend range but it will reduce your internet speed to half of what you get when you connect to original router. Also faced disconnection issue with extender even after router working fine. It doesn’t have rj45 connectivity as its just extender. Suggest you to go for tp link or d link or netgear extender. It costs you more but give more feature as well as better quality,5
Good product,5
Great Product... I have a TP-Link Router which is a good product but although I have no range issue in Ground Floor when it comes to First Floor my Signal is very weak and I am unable to Watch videos only browsing is possible. I brought this extender and plugged into a socket just above the stair case and the signal reception is great and I have no problems anymore. With speed tests I get the same speed as my internet connection too. Value for money and good solution.,5
Avg,3
"Good one
I doesnt have ny trouble
Great one",4
"Best performance, exceeded my expectation. Just go for it blindly if u want an extender below 1000",5
"Writing this review after 7 days of heavy usage.

I purchased Tenda AC10, D-link 825 and TP-Link Archer C60 and none of them are upto the mark,

Tenda AC10 has range issues, though they claim that AC10 has beam-forming but not upto the mark

D-Link 825 has wifi drop issue, I tried 2 routers and they did not perform well. The router you get is made for Russia which was discontinued and Dlink customized the firmware and imported. The only advantage of this is it has USB drive which can help you...
READ MORE",4
"Value for money

First, was confused with A6 and C6, i think both are same, and C6 might be the older launched product, so got A6, but no worries, both have the same specs and hardware.
I have a 100mbps connection, and my old router supported only 50mbps on wifi 2.4GHz and I also had range issues, bought this router used as an access point and along with both of the routers on, my home now is fully covered :).

Pros:
Gigabit ports
I researched a lot and decided on this router, because it has ...
READ MORE",5
"Adding this review after month of use. This is best router for home use and when you have many connections too. Current usage 3 laptops, 5 phones, firestick, cctv. If you want to extend the range you can use Tplink wifi extender with this one to smoothly configure with this device for any range not reachable. It doesnt come with usb internet dongle connection, so have to rely on your service provider. But since mobile hotspots can work for you on emergency you dont need to spend extra for USB...
READ MORE",3
"one star for its 5ghz amazing performance and one for its range
but remaining i won't give coz this a6 not support any apple devices. it work only when you installing after some hours it stop responding on all apple devices.
now am never goona buy any tp link router really chinese thing are chinese.
i will go dlink",5
"Exact product as described by TP-Link. Excellent features as well as quality and service. Speed, range, connectivity and everything workink like charm. Specially 5ghz speed and range is better enough comparing other budget routers. Worth buying.",4
"Hello everyone do you need best router just go with it. I purchased this router to extend my wifi range and its doing its job perfectly. First of all this router has pros and cons we will discuss about it. But before buying router please check which router suits your modem and what are all the requirements you needed and don't just waste money by buying higher model router until and then it is useful for you.

The router is same as shown in the picture and i received US version 2.0.

Pros :
...
READ MORE",5
Product is good. Both the 2.5G and 5G covers a good range.No cut in the connectivity.In 2.5G connection is available even outside of my house very well.In 5G connection is available inside the whole house very well.Satisfied,5
"Wasn't sure if I would get version 3 or version 2. Version 2 has a better range, version 3 provides a bit better stability. Happy with the version 2 received 🙃",5
"Writing review after using this router for 1 month. It is superb... Provides good speed.
I have 20mbps plan and it is providing me 19.78mbps. Download speed also from this is around 2.3mbps which is max we can get. Range of wifi is also good with 5Ghz it is covering full house.
Good router to buy for 2500.",4
"It stops working after 27 days.
It was working fine before, but suddenly it stops working.
When I connect ethernet cable (from Internet service provider) directly to my laptop then it works fine which means that there is a fault in this router.
I tried resetting and rebooting it many times.
Due to lockdown, TP-link doesn't have any service center open and they are not answering over customer care.",4
"So okay listen there were so many options available around this range like D-link, Tp-Link etc. There is gonna be confusion in between them. If you have a bit more price range then me, definately go for the Tenda Router. But if its somewhere between 900-1300 , I would prefer you to take this router into consideration too. It has four antennas which is not available in any other brand available in this price range. It has a good warranty period. Because of the four antenna model , it's penetra...
READ MORE",5
Good and great router at this price range ... Signal strength is good ... Easy connection.... package can be done good overall its good So i have used it for a month now still its good...great router,4
"I have been using this router since last 2 months. So far no issues observed. Very good signal strength, i have placed it in first floor and I am able to get strong signals across all floors. Best router in this budget. The configuration was a bit tricky, but plenty youtube videos are available for it. Thanks Flipkart!!",5
Nice product in the affordable price too satisfy what I paid for thank u Flipkart great work.,3
"I was very confused before leaving this product. Hearing this brand for the first time and and the price is very much low compared to other brands. And I just placed the order and upon receiving the products and I have been using this product for almost a week and I have to say friendly this product is superb at the price range I bought this for 899 at this price range it is just awesome even though it has only 2.4 GHz single band but the four 4 antenna inbuilt gives you superior coverage eve...
READ MORE",5
"product style is very good very light weight, working good",5
Verry Nice router best quality,5
I bought it and installed and have started to use it. So far no issues. Let's hope it last and gives the best performance.,4
Its nice product. Range is mentioned 500 square meter but its not 500 sq m however my house is 200 sq m and it gives good range if there is no any rigid obstacles (wall). Overall good performance.,3
Nice product,5
"I got this router for 1.7K with AMEX discount.

Pros:
Good Price
Wi-Fi range better than Mercusys 1900AC router
4 Gigabits Ports
WPA3
Dual Core 880Mhz Processor
128MB RAM
128MB Flash Memory

Cons:
No Official AP Mode Feature (You need to connect the cable from your modem to lan port of the router then reset the router to use it like AP. You lose one lan port and cannot use guest network in AP Mode unlike on TP-Link Archer C6)
No WiFi Repeater Mode (It's okay since WiFi Repeating is never sta...
READ MORE",4
"Good product at good price, its good for upto 3bhk flat or double floor house, strong signal received, good new router launch 2021.",5
"Decent & I find it simple and attractive design compared to tplink in this range.
Performance is good so far,
2.4Ghz range is awesome compared to that of my old tplink and transmits upto 95 mpbs in my 100mbps connection. (Note the device or phone that you use should not be limited to 50/72 mbps link speed) since it affects your internet speed.

5Ghz range is as usual shorter compared to 2.4 GHz, however it transmits upto 100-130 Mbps at times.

Have not faced any wifi drops so far.

Best...
READ MORE",5
"This router is awesome......Trust me it's better than Archer C6 and Tenda AC10. Archer C6 looks ugly when compared to this. Yes router aesthetics matter.

The 2.4 GHz is not that strong as and when compared to the above two routers but the 5GHz band is so much stronger and stabler than the above two routers. Yes I've tested all three routers. The range is awesome on the 5GHz band WOOHOO!!! I'm getting 105-115 Mbps speed on my 100 Mbps plan even after 2 walls! OMG! It has also the option to en...
READ MORE",4
The router is pretty good purchase if you’re looking something that’s in the budget range but also provides good features and performance. Backed by the brand name Dlink it justifies its price.,5
"Nice product.

Installation is easy using app or computer. App has all the features you will ever need.

Range is more than sufficient for a 3BHK even if it is not placed at the center of the house.
Connection is robust and no disconnections whatsoever.

Thank you flipkart for the attractive pricing.",4
"Pros: Two signals can be configured with two different passwords., it’s like you have two WiFi, WPA3 security, you can block unwanted users especially the free WiFi users, Light weight, Easy to configure , you can test internet speed on App, WPS button to make your work easier.



Cons:Takes a lot of time to start when the electricity goes and come back again. Range is not good though it has 4 antennas. Also when there is no internet the light doesn’t blinks. No option to turn off 5 GHz signa...
READ MORE",5
Awesome,4
Excellent performance in both 2.4 GHz and 5 GHz spectrum.,5
"30m, it is not true",4
"Slightly expensive, but still it works absolutely fine. If you want to use internet inside your house go for it. Any SIM CARD will work fine. I am using it where jio network does not work in Mobile but works fine in this router.Getting speed upto 8 mbps with one bar of network. Loved it. 👍",5
"Signal Strength is better compared to mobile(Moto G4).
Works better with Airtel SIM getting speed up to 12MBPS but it fluctuates(seems to be network issue).
With Jio sim also it works but getting speed up to 4MBPS only",4
1 REVIVE AFTER 1 WEEK WORKS VERY NICE BEST OPTION FOR HOME AND SMALL OFFICE USE,5
"Right after 10 days router stopped working.

Only power LED is flashing and non other LEDs are coming up.

Tried rebooting and resetting the device but nothing worked.

Tried reaching out technical support team but no luck. No one is picking up the call.

Complete money wasted.",5
"Writing review after using it for 3 weeks. I bought this router to replace jiofi which I was using for past 8 months. The main reason I thought of replacing it is signal drop. Lately due to heating issue there was significant signal drop to absolutely no signal. And another reason is I cannot connect external antenna to enhance signal. Routers performance is good. For jio it will show ISP as NULL and you have create a profile manually, that's why only 4 stars. I am living in remote area where...
READ MORE",5
"I have seen mixed reviews before buying this product.
You have to be well acquainted with some techniques for garnering benefits out of it. Firstly, if you are not going to update the Firmware which allows you to lock the cellular Band then this device will be a burden on you as you will get the same speed on your mobile phone hotspot.
I would suggest to go for the device and update to the Firmware which allows band locking.
Secondly the WAN port is not a giga port so if you are planning t...
READ MORE",5
"Good performance , very good network capacity , speed is slightly better than any device ... I'm using BSNL 3G on this router running very good . It has app & website control ... The range also very high ... If you have budget then you have to go for it...",5
"Delivering what promised on description. I wish it had career aggregation and a port for voice set connection at this price. It would have been wonderful. However, speed depends upon the Mobile SIM network strength. WiFi range is acceptable. I have 3600 square feet house and i get 2.4 Ghz pretty good inside the house, however 5Ghz strength reduces most. Still good to buy.",5
"TP Link mr 200 router is working great, i have installed it with Vodafone 4G internet, it is working excellent, initially vodafone sim did not show internet sign in router but after making setting correct it works great, excellent,
I love it, i'll recommend go for it.",4
Great product. I am using it and having great speed of internet without any disturbance and I can say it is a perfect tool for work from home,4
"Superb repeater. One of the best products you can buy to increase your Wi-Fi footprint, I use this for my 3500sqft flat single level. I got 2 of them and every corner has strong 5ghz Wi-Fi. I get 5MBps speeds from my laptop to other laptop data transfer.",5
Great product. Excellent signal strength after range extending. I got very fast streaming in places where earlier nit even a signal. Must go for it.,5
"Does it's job really well. I use this in a 3500 sq. foot house and the signal comes in every corner of the house. My house has relatively thick walls but the 5Ghz signal still manages to get through.

I have a 100mbps connection and the 5Ghz band gets the 85 Mbps of the 90mbps from the router (sometimes 5mbps more on both).

It is 1750 Mbps (network) (5G+2.4G) and my PC showed 1Gbps on the network properties (connected via Ethernet on the 5Ghz band). Plex is really fast on my local network ...
READ MORE",4
"Does the job perfectly well for what it's intended for! No speed drops whatsoever, even if I use the 5ghz band from the previous wifi dead zone of my house I get almost full speed of 5ghz of 150 Mbps.

But the downfall is that it does not cover the other room which is almost adjacent to it. The 5ghz coverage is really low and the TV in my living room picks up the signal from my main router instead of the extender which is actually further away from the extender. If I need to use 5ghz on my s...
READ MORE",5
do not buy if you are using Airtel Vfiber. it doesnt support 5ghz channel on which airtel operates ie. 20/ 40or 80,5
"Must buy
Awesome products

Easy to install, configure",5
"don't be attracted by the ad and hype review.the speed of the repeated connection is some what good (approx 70%)and led management also good But..
=signal strength is very poor
=some compatibility issue wih 5Ghz channels .so before you purchase ,check whether the product is as per your country's WiFi specifications
=not worthy",5
"Will definitely increase your speed. increased my speed 10times. it can also convert 2.4ghz to 5ghz and make your life easy. just buy it to see the magic.
*New Update*
Long term usefulness is not that great. After few months it got slower. Actually it has some issues so will not recommended if you are a nerd.",4
This device does not support one mesh technology of TP link,4
"Drastically reduces speeds. I should have returned it but kept trying, thinking it would work. Now I have a device which is useful to reduce Internet speeds",5
Works fine with a very good coverage across the rooms. Very well works for 100 mbps connection or more. Buy it during offer days for a good price.,5
"Using since last 30 days, and I am happy with consistent speed and connectivity. Recommended.",5
Product is very good. It provides superb WiFi speed. Signal strength is very good.,5
If you want to buy real gigabit router in low price go for it. Others on this price will tell gigabit but actually they are not. If LAN/ WAN speed is 100 Mbps then what is the use of 1200 router speed? Input is bound to 100 then at most you will get 100 Mbps from router. If you purchase higher band plan (more than 100 Mbps) from your service provider then also it will work because LAN and Wan speed is 1gbps for this router.,5
Good product,3
Very nice product with great speed,4
Excellent product and excellent speed,5
It's aswame,5
It's like tplonk c6,5
Very nice 👍🏻,5
Performance upto the mark. Band locking option is fabulous,5
"After installation, network issues are gone. I m so relaxed, it boosts the speed of network inside the house which makes only work easier",5
But Not Packing Good Seller Past Shopping Lebel in Product Box.,3
Not good..and diffect,2
It's OK for 4g and 3g network not for 2g it didn't get any 2g network so bought carefully if you buy for only 4G or 3G network then it's OK not for 2G network area.,5
"Perfect
Working as expected
Received in well packed condition
It's also working fine with cordless phone so same time we can use the calling facility also with high speed internet",5
Working good also bought external antenna for better coverage and trust me it too good for rural area where you face data speed issue in indoor.,5
"Phone function is not working properly even 2 bar signal is available. delayed voice on calling time at the same time no internet access.. It's not a good choice. Internet speed is just fine, not that much as promised speed. This review is posted after using 2 months",5
Voice Quality not very good... Higher price according to quality.,5
"Product is very good. Performance is phenomenal.
Even in low coverage area like mine where I am using 2 LPDA Antenna of 12Dbi getting undisrupted network but speed fluctuations are there according to time.

Cons
Seller is always sending used product. Even I can't replace as only one product was available. And he is cheating with you every time. My router antenna has scratch and plastic cover of router is bit stretched... Hope it will work fine. Flipkart should look into the matter very seriou...
READ MORE",3
"firmware which came with the router does not work for configuring the router first time. after 2 hours of trouble shooting by Dlink support team a new firmware had to be uploaded to configure the router. Dlink should upgrade the firmware rather than troubling the buyers like this. BUT MY SINCERE APPRECIATION FOR THE DLINK SUPPORT GUY, JOSHUA. HATS OFF TO HIM.",4
Router is good for single room use ...Range is pathetic...not worth ...Four antenna are just for show piece....My old router (Netgear 70) is good in terms of range which i replaced with this ...,3
Amazing router. My act plan is for 200 mbps and at 5 GHZ this router giver me 197-198 mbps. Which is amazing. Range is more than enough for a 2000 sqft house single floor. Very easy to install. Must buy.,4
"First impression -
Build quality is very good. Easy setup. Features like firewall and DDoS security is available. Wifi speed is up to the mark. 2.4GHz coverage is good but speed is not as expected. 5GHz speed is very impressive but coverage is very low.",4
This the advanced router according to its budget. I got delivered this yesterday and after setup it works so fine along with dual band. This is enough capable to cover a 2bhk apartment. Happy to purchase this.,5
5Ghz works good with good speed ...it's coverage is upto a single floor ... 2.4Ghz coverage is good and speed is slightly week,5
"Perfect for small to medium size home. The dual bandwidth is capable to deliver great speeds without any disconnections while you roam in your house.

I have 200Mbps Broadband plan and it always delivered around 210-230 mbps which is crazy. Can support upto 1Gbps. Also, price is very competitive with other brands.

Go for it. You will never get disappointed.",5
"It's china made Router for Russia, don't worry you will get language options, secondly don't download app from searching playstore( doing so you will not find right app) use the bar code on box just point your phone cam and barcode is captured click on captured code which will reach you in playstore specific for this router. Then try connecting the router and download updates for firmware and you are good to go.

My initial reaction was not happy as it's not that easy compared to Mi. However...
READ MORE",5
Not a good product. 5ghz band works good for shorter range but 2.4 ghz band although covering good range doesn't give good speed. I have 100Mbps plan and 2.4 ghz band gives about 20~25 Mbps speed in 5m distance from router which is very poor . For this I purchased a new router tp link archer c6 and its 2.4 and 5 ghz bands works fantabulous.So if anyone intersted in purchasing a good router overall buy tp link c6 as it supports mesh network.,3
"5 point which makes it better choice over 825.

1. New Version means iphone 12 not 11.
2. Support Wireless Update.
3. Easy configuration through mobile app.
4. MU-MIMO Technology
5. Better coverage ..

I have also a 819 and 825 Router and unfortunately due to some Voltage fluctuations I loss my 825, then I bought 841 and believe me .. it's better.

This Router completely Justify it's price point and no other router matches it's quality at this price Range..
Close your eyes and just go for i...
READ MORE",3
"Wired connection gives excellent speed. WiFi range is also good, I get upto 200Mbps in the same room. I am using 200Mbps plan from BSNL Fiber. But speed drops if you are in a different room. Price is reasonable for a gigabit router. 2.4Ghz and 5Ghz both options are available in it. You can create separate network for each frequency or create a common network, the router decides the best suited frequency. Another nice function is, you can use it as a Repeater, just change the settings and conn...
READ MORE",5
It is also doing well 3rd pic in the big billion days it also made me happy it's worth more than 2500 for sure I got under 2k can you believe it 😉,5
Wonderful 💡 buy,5
Well performance,5
"After 2 months of purchase I Am writing this review. Light weight, no heating, easily restarting if supply goes. It is covering my G+1 speed also not dropping on WIFI, On 100MBPS It is giving 90MBPS.EXCELLENT . You can buy blindly.",5
Super power,5
"Excellent product..
Must buy... far better than tplink and dlink in the price...",5
Good,4
not that good strength only work on the same floor not on the second or third floor,5
"Not recommended. Range is very bad. Drop its signal very frequently.
Not allow you to connect more devices to any of frequency band.
You need to switch on n off your router every time to connect the laptops.
Not recommended for any stick.
Worst product with such specifications",5
"It's good for areas where there is no ADSL broadband and fibre broadband. It provides a good alternative for wired broadband.
I got MR600 version 2 which looks different from version 1. However, it is much better than version 1 as there is option of manually selecting bands and also manually creating band carrier aggregation pair.
I tested it with Airtel and Jio.
For Airtel, band 3+40 CA combination worked fine.
For Jio, band 3+5 and 3+40 combination worked fine. I tried with band 5+40 combin...
READ MORE",5
"Good modem with router. Work as 4g mobile hotspot.
Speed not mare than mobile speed. If it gives good speed than mobile hotspot then it will be perfect..if you have mobile phone then better use that for WiFi router. I didn't check with any externa lpdal antenna .",3
"Good router. 4Gplus works fine. But it is not necessary that 4G always connect to dual network, it depends on the network available in that area. But if connected to dual network than one can get maximum speed.
I use BSNL 3G for internet and because of good network in my area I get desired speed.
Internet doesn't work properly either 4G or 3G if one is using old sim or sim that has only for 3g network.
Since I had to used only 3G network for internet so I used my old sim of my mobile, but ...
READ MORE",5
